Starts,Min,90s,MP
33,2839,31.5,35
34,2787,31.0,36
35,2964,32.9,35
34,2992,33.2,34
32,2701,30.0,32
33,2945,32.7,34
27,2331,25.9,28
33,2724,30.3,33
34,3009,33.4,36
26,2291,25.5,33
28,2458,27.3,34
19,2020,22.4,32
10,864,9.6,17
11,1053,11.7,22
389,33978,377.5,441
168,14283,158.7,172
153,13300,147.8,164
68,6395,71.1,105
321,27583,306.5,336
68,6395,71.1,105
