Starts,Min,90s,MP
1,124,1.4,2
34,3003,33.4,36
30,2518,28.0,30
22,1830,20.3,27
20,1789,19.9,28
25,2221,24.7,29
32,2836,31.5,35
29,2488,27.6,29
20,1840,20.4,36
10,884,9.8,11
3,247,2.7,3
24,2175,24.2,29
21,1898,21.1,28
5,602,6.7,19
1,238,2.6,11
0,80,0.9,1
0,101,1.1,8
277,24874,276.4,362
193,16809,186.8,216
58,5204,57.8,71
6,920,10.2,31
20,1840,20.4,36
0,101,1.1,8
257,23034,255.9,326
20,1840,20.4,36
