Starts,Min,90s,MP
30,2593,28.8,32
33,2969,33.0,34
28,2423,26.9,29
18,1572,17.5,23
30,2683,29.8,32
27,2251,25.0,29
27,2199,24.4,28
22,1807,20.1,30
8,745,8.3,17
2,464,5.2,18
0,5,0.1,1
19,1656,18.4,21
16,1343,14.9,18
12,1069,11.9,16
272,23779,264.2,328
195,17154,190.6,225
47,4068,45.2,55
30,2557,28.4,48
195,17154,190.6,225
47,4068,45.2,55
30,2557,28.4,48
